hs6,hscode10,류,호,소호,세번10단위품명,신성질별 분류명
610419,6104199000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",그 밖의 방직용 섬유로 만든 것,기타,편물제 의류
610422,6104220000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",면으로 만든 것,면으로 만든 것,편물제 의류
610423,6104230000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",합성섬유로 만든 것,합성섬유로 만든 것,편물제 의류
610429,6104290000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",그 밖의 방직용 섬유로 만든 것,그 밖의 방직용 섬유로 만든 것,편물제 의류
610431,6104310000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",양모나 동물의 부드러운 털로 만든 것,양모나 동물의 부드러운 털로 만든 것,편물제 의류
610432,6104320000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",면으로 만든 것,면으로 만든 것,편물제 의류
610433,6104330000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",합성섬유로 만든 것,합성섬유로 만든 것,편물제 의류
610439,6104390000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",그 밖의 방직용 섬유로 만든 것,그 밖의 방직용 섬유로 만든 것,편물제 의류
610441,6104410000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",양모나 동물의 부드러운 털로 만든 것,양모나 동물의 부드러운 털로 만든 것,편물제 의류
610442,6104420000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",면으로 만든 것,면으로 만든 것,편물제 의류
610443,6104430000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",합성섬유로 만든 것,합성섬유로 만든 것,편물제 의류
610444,6104440000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",재생ㆍ반(半)합성 섬유로 만든 것,재생ㆍ반(半)합성 섬유로 만든 것,편물제 의류
610449,6104499000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",그 밖의 방직용 섬유로 만든 것,기타,편물제 의류
610449,6104491000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",그 밖의 방직용 섬유로 만든 것,견으로 만든 것,편물제 의류
610451,6104510000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",양모나 동물의 부드러운 털로 만든 것,양모나 동물의 부드러운 털로 만든 것,편물제 의류
610452,6104520000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",면으로 만든 것,면으로 만든 것,편물제 의류
610453,6104530000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",합성섬유로 만든 것,합성섬유로 만든 것,편물제 의류
610459,6104590000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",그 밖의 방직용 섬유로 만든 것,그 밖의 방직용 섬유로 만든 것,편물제 의류
610461,6104610000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",양모나 동물의 부드러운 털로 만든 것,양모나 동물의 부드러운 털로 만든 것,편물제 의류
610462,6104620000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",면으로 만든 것,면으로 만든 것,편물제 의류
610463,6104630000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",합성섬유로 만든 것,합성섬유로 만든 것,편물제 의류
610469,6104690000,제61류 의류(편물제),"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)",그 밖의 방직용 섬유로 만든 것,그 밖의 방직용 섬유로 만든 것,편물제 의류
610510,6105100000,제61류 의류(편물제),남성용이나 소년용 셔츠(메리야스 편물이나 뜨개질 편물로 한정한다),면으로 만든 것,면으로 만든 것,편물제 의류
610520,6105202000,제61류 의류(편물제),남성용이나 소년용 셔츠(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,재생ㆍ반(半)합성 섬유로 만든 것,편물제 의류
610520,6105201000,제61류 의류(편물제),남성용이나 소년용 셔츠(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,합성섬유로 만든 것,편물제 의류
610590,6105901000,제61류 의류(편물제),남성용이나 소년용 셔츠(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,견으로 만든 것,편물제 의류
610590,6105909000,제61류 의류(편물제),남성용이나 소년용 셔츠(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,기타,편물제 의류
610590,6105902000,제61류 의류(편물제),남성용이나 소년용 셔츠(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,양모나 동물의 부드러운 털로 만든 것,편물제 의류
610610,6106100000,제61류 의류(편물제),여성용이나 소녀용 블라우스ㆍ셔츠ㆍ셔츠블라우스(메리야스 편물이나 뜨개질 편물로 한정한다),면으로 만든 것,면으로 만든 것,편물제 의류
610620,6106202000,제61류 의류(편물제),여성용이나 소녀용 블라우스ㆍ셔츠ㆍ셔츠블라우스(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,재생ㆍ반(半)합성 섬유로 만든 것,편물제 의류
610620,6106201000,제61류 의류(편물제),여성용이나 소녀용 블라우스ㆍ셔츠ㆍ셔츠블라우스(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,합성섬유로 만든 것,편물제 의류
610690,6106902000,제61류 의류(편물제),여성용이나 소녀용 블라우스ㆍ셔츠ㆍ셔츠블라우스(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,양모나 동물의 부드러운 털로 만든 것,편물제 의류
610690,6106901000,제61류 의류(편물제),여성용이나 소녀용 블라우스ㆍ셔츠ㆍ셔츠블라우스(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,견으로 만든 것,편물제 의류
610690,6106909000,제61류 의류(편물제),여성용이나 소녀용 블라우스ㆍ셔츠ㆍ셔츠블라우스(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,기타,편물제 의류
610711,6107110000,제61류 의류(편물제),남성용이나 소년용 언더팬츠ㆍ브리프(brief)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 물품(메리야스 편물이나 뜨개질 편물로 한정한다),면으로 만든 것,면으로 만든 것,편물제 의류
610712,6107121000,제61류 의류(편물제),남성용이나 소년용 언더팬츠ㆍ브리프(brief)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 물품(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,합성섬유로 만든 것,편물제 의류
610712,6107122000,제61류 의류(편물제),남성용이나 소년용 언더팬츠ㆍ브리프(brief)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 물품(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,재생ㆍ반(半)합성 섬유로 만든 것,편물제 의류
610719,6107190000,제61류 의류(편물제),남성용이나 소년용 언더팬츠ㆍ브리프(brief)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 물품(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,그 밖의 방직용 섬유로 만든 것,편물제 의류
610721,6107210000,제61류 의류(편물제),남성용이나 소년용 언더팬츠ㆍ브리프(brief)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 물품(메리야스 편물이나 뜨개질 편물로 한정한다),면으로 만든 것,면으로 만든 것,편물제 의류
610722,6107221000,제61류 의류(편물제),남성용이나 소년용 언더팬츠ㆍ브리프(brief)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 물품(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,합성섬유로 만든 것,편물제 의류
610722,6107222000,제61류 의류(편물제),남성용이나 소년용 언더팬츠ㆍ브리프(brief)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 물품(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,재생ㆍ반(半)합성 섬유로 만든 것,편물제 의류
610729,6107290000,제61류 의류(편물제),남성용이나 소년용 언더팬츠ㆍ브리프(brief)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 물품(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,그 밖의 방직용 섬유로 만든 것,편물제 의류
610791,6107910000,제61류 의류(편물제),남성용이나 소년용 언더팬츠ㆍ브리프(brief)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 물품(메리야스 편물이나 뜨개질 편물로 한정한다),면으로 만든 것,면으로 만든 것,편물제 의류
610799,6107991000,제61류 의류(편물제),남성용이나 소년용 언더팬츠ㆍ브리프(brief)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 물품(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,양모나 동물의 부드러운 털로 만든 것,편물제 의류
610799,6107999000,제61류 의류(편물제),남성용이나 소년용 언더팬츠ㆍ브리프(brief)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 물품(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,기타,편물제 의류
610811,6108112000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,재생ㆍ반(半)합성 섬유로 만든 것,편물제 의류
610811,6108111000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,합성섬유로 만든 것,편물제 의류
610819,6108191000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,면으로 만든 것,편물제 의류
610819,6108199000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,기타,편물제 의류
610821,6108210000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),면으로 만든 것,면으로 만든 것,편물제 의류
610822,6108221000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,합성섬유로 만든 것,편물제 의류
610822,6108222000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,재생ㆍ반(半)합성 섬유로 만든 것,편물제 의류
610829,6108290000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,그 밖의 방직용 섬유로 만든 것,편물제 의류
610831,6108310000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),면으로 만든 것,면으로 만든 것,편물제 의류
610832,6108321000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,합성섬유로 만든 것,편물제 의류
610832,6108322000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,재생ㆍ반(半)합성 섬유로 만든 것,편물제 의류
610839,6108390000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,그 밖의 방직용 섬유로 만든 것,편물제 의류
610891,6108910000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),면으로 만든 것,면으로 만든 것,편물제 의류
610892,6108922000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,재생ㆍ반(半)합성 섬유로 만든 것,편물제 의류
610892,6108921000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,합성섬유로 만든 것,편물제 의류
610899,6108991000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,양모나 동물의 부드러운 털로 만든 것,편물제 의류
610899,6108999000,제61류 의류(편물제),여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,기타,편물제 의류
610910,6109101000,제61류 의류(편물제),티셔츠ㆍ싱글리트(singlet)와 그 밖의 조끼(메리야스 편물이나 뜨개질 편물로 한정한다),면으로 만든 것,티셔츠,편물제 의류
610910,6109109000,제61류 의류(편물제),티셔츠ㆍ싱글리트(singlet)와 그 밖의 조끼(메리야스 편물이나 뜨개질 편물로 한정한다),면으로 만든 것,기타,편물제 의류
610990,6109903090,제61류 의류(편물제),티셔츠ㆍ싱글리트(singlet)와 그 밖의 조끼(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,기타,편물제 의류
610990,6109903010,제61류 의류(편물제),티셔츠ㆍ싱글리트(singlet)와 그 밖의 조끼(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,티셔츠,편물제 의류
610990,6109909010,제61류 의류(편물제),티셔츠ㆍ싱글리트(singlet)와 그 밖의 조끼(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,티셔츠,편물제 의류
610990,6109901090,제61류 의류(편물제),티셔츠ㆍ싱글리트(singlet)와 그 밖의 조끼(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,기타,편물제 의류
610990,6109902090,제61류 의류(편물제),티셔츠ㆍ싱글리트(singlet)와 그 밖의 조끼(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,기타,편물제 의류
610990,6109909090,제61류 의류(편물제),티셔츠ㆍ싱글리트(singlet)와 그 밖의 조끼(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,기타,편물제 의류
610990,6109901010,제61류 의류(편물제),티셔츠ㆍ싱글리트(singlet)와 그 밖의 조끼(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,티셔츠,편물제 의류
610990,6109902010,제61류 의류(편물제),티셔츠ㆍ싱글리트(singlet)와 그 밖의 조끼(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,티셔츠,편물제 의류
611011,6110110000,제61류 의류(편물제),저지(jersey)ㆍ풀오버(pullover)ㆍ카디건(cardigan)ㆍ웨이스트코트(waistcoat)와 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),양모로 만든 것,양모로 만든 것,편물제 의류
611012,6110120000,제61류 의류(편물제),저지(jersey)ㆍ풀오버(pullover)ㆍ카디건(cardigan)ㆍ웨이스트코트(waistcoat)와 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),캐시미어 산양의 털로 만든 것,캐시미어 산양의 털로 만든 것,편물제 의류
611019,6110190000,제61류 의류(편물제),저지(jersey)ㆍ풀오버(pullover)ㆍ카디건(cardigan)ㆍ웨이스트코트(waistcoat)와 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),기타,기타,편물제 의류
611020,6110200000,제61류 의류(편물제),저지(jersey)ㆍ풀오버(pullover)ㆍ카디건(cardigan)ㆍ웨이스트코트(waistcoat)와 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),면으로 만든 것,면으로 만든 것,편물제 의류
611030,6110301000,제61류 의류(편물제),저지(jersey)ㆍ풀오버(pullover)ㆍ카디건(cardigan)ㆍ웨이스트코트(waistcoat)와 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,합성섬유로 만든 것,편물제 의류
611030,6110302000,제61류 의류(편물제),저지(jersey)ㆍ풀오버(pullover)ㆍ카디건(cardigan)ㆍ웨이스트코트(waistcoat)와 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),인조섬유로 만든 것,재생ㆍ반(半)합성 섬유로 만든 것,편물제 의류
611090,6110909000,제61류 의류(편물제),저지(jersey)ㆍ풀오버(pullover)ㆍ카디건(cardigan)ㆍ웨이스트코트(waistcoat)와 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,기타,편물제 의류
611090,6110901000,제61류 의류(편물제),저지(jersey)ㆍ풀오버(pullover)ㆍ카디건(cardigan)ㆍ웨이스트코트(waistcoat)와 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),그 밖의 방직용 섬유로 만든 것,견으로 만든 것,편물제 의류
611120,6111201000,제61류 의류(편물제),유아용 의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다),면으로 만든 것,의류,편물제 의류
611120,6111202000,제61류 의류(편물제),유아용 의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다),면으로 만든 것,부속품,편물제 의류
611130,6111301000,제61류 의류(편물제),유아용 의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다),합성섬유로 만든 것,의류,편물제 의류
